"UniqueID","StreetAddress","City","State","ZIP","i"
2884,"ARGONNE DR & ROUNDTOP RD","BALTIMORE","Maryland","21218",2
2885,"209 E NORTH AVE","BALTIMORE","Maryland","21202",2
2886,"900 LYNDHURST ST","BALTIMORE","Maryland","21229",2
2887,"5600 O'DONNELL ST","BALTIMORE","Maryland","21224",2
2888,"HARFORD RD &E COLD SPRING LN","BALTIMORE","Maryland","21214",2
2889,"1220 BERNARD DR","BALTIMORE","Maryland","21223",2
2890,"2300 WINDSOR AVE","BALTIMORE","Maryland","21217",2
2891,"E COLD SPRING LN &N CHARLES ST","BALTIMORE","Maryland","21212",2
2892,"6114 GREENSPRING AVE","BALTIMORE","Maryland","21209",2
2893,"4600 ANNTANA AVE","BALTIMORE","Maryland","21206",2
2894,"500 STAMFORD RD","BALTIMORE","Maryland","21229",2
2895,"4500 WINDSOR MILL RD","BALTIMORE","Maryland","21207",2
2896,"3223 SHELBURNE RD","BALTIMORE","Maryland","21208",2
2897,"E WHEELING ST &S CHARLES ST","BALTIMORE","Maryland","21230",2
2898,"HILLEN RD &E COLD SPRING LN","BALTIMORE","Maryland","21218",2
2899,"HILLEN RD & ARGONNE DR","BALTIMORE","Maryland","21218",2
2900,"2400 ERDMAN AVE","BALTIMORE","Maryland","21213",2
2901,"3305 CROSSLAND AVE","BALTIMORE","Maryland","21213",2
2902,"17 N CAREY ST","BALTIMORE","Maryland","21223",2
2903,"1500 W LEXINGTON ST","BALTIMORE","Maryland","21223",2
2904,"3808 SAINT PAUL ST","BALTIMORE","Maryland","21218",2
2905,"900 SAINT PAUL ST","BALTIMORE","Maryland","21202",2
2906,"4500 WHITE AVE","BALTIMORE","Maryland","21206",2
2907,"6607 OLD HARFORD RD","BALTIMORE","Maryland","21214",2
2908,"3300 BANCROFT RD","BALTIMORE","Maryland","21215",2
2909,"CHESTERFIELD AVE & HARFORD RD","BALTIMORE","Maryland","21218",2
2910,"5100 SPRINGLAKE WAY","BALTIMORE","Maryland","21212",2
2911,"617 W 40TH ST","BALTIMORE","Maryland","21211",2
2912,"S HAVEN ST & FOSTER AVE","BALTIMORE","Maryland","21224",2
2913,"2298 W PATAPSCO AVE","BALTIMORE","Maryland","21230",2
2914,"317 E MELROSE AVE","BALTIMORE","Maryland","21212",2
2915,"1836 BOLTON ST","BALTIMORE","Maryland","21217",2
2916,"PATTERSON AVE & WABASH AVE","BALTIMORE","Maryland","21215",2
2917,"OLD HARFORD RD &E NORTHERN PKWY","BALTIMORE","Maryland","21214",2
2918,"2900 SYLVAN AVE","BALTIMORE","Maryland","21214",2
2919,"2803 FAIT AVE","BALTIMORE","Maryland","21224",2
2920,"5001 WOODLANDS GLEN RD","BALTIMORE","Maryland","21209",2
2921,"5000 WOODLANDS GLEN RD","BALTIMORE","Maryland","21209",2
2922,"4810 TAMARIND RD","BALTIMORE","Maryland","21219",2
2923,"1700 UNION AVE","BALTIMORE","Maryland","21211",2
2924,"101 BIRCKHEAD ST","BALTIMORE","Maryland","21230",2
2925,"15 S CULVER ST","BALTIMORE","Maryland","21229",2
2926,"3600 FRISBY ST","BALTIMORE","Maryland","21218",2
2927,"928 CATHEDRAL ST","BALTIMORE","Maryland","21201",2
2928,"W BALTIMORE ST & KINSEY AVE","BALTIMORE","Maryland","21223",2
2929,"5400 HAMILTON AVE","BALTIMORE","Maryland","21206",2
2930,"2200 W MULBERRY ST","BALTIMORE","Maryland","21223",2
2931,"1801 KEY HWY","BALTIMORE","Maryland","21230",2
2932,"2900 ROSALIND AVE","BALTIMORE","Maryland","21215",2
2933,"4131 BUENA VISTA AVE","BALTIMORE","Maryland","21211",2
2934,"700 N MADEIRA ST","BALTIMORE","Maryland","21205",2
2935,"PENN ST & DOVER ST","BALTIMORE","Maryland","21230",2
2936,"W COLD SPRING LN","BALTIMORE","Maryland","21209",2
2937,"GREENMOUNT AVE &E 28TH ST","BALTIMORE","Maryland","21218",2
2938,"600 OLDHAM ST","BALTIMORE","Maryland","21224",2
2939,"1500 S CATON AVE","BALTIMORE","Maryland","21227",2
2940,"506 GREENMOUNT AVE","BALTIMORE","Maryland","21218",2
2941,"1260 FOREST HILL AVE","BALTIMORE","Maryland","21230",2
2942,"3700 KOPPERS ST","BALTIMORE","Maryland","21227",2
2943,"E BALTIMORE ST &N HIGHLAND AVE","BALTIMORE","Maryland","21224",2
2944,"2300 WESTFIELD AVE","BALTIMORE","Maryland","21214",2
2945,"WILKENS AVE & UNETTA AVE","BALTIMORE","Maryland","21229",2
2946,"405 DRUID HILL AVE","BALTIMORE","Maryland","21201",2
2947,"3018 PINEWOOD AVE","BALTIMORE","Maryland","21214",2
2948,"1200 N FREMONT AVE","BALTIMORE","Maryland","21217",2
2949,"1900 WILHELM ST","BALTIMORE","Maryland","21223",2
2950,"MCCOMAS ST","BALTIMORE","Maryland","21230",2
2951,"W LANVALE ST & DIVISION ST","BALTIMORE","Maryland","21217",2
2952,"EDMONDSON AVE & HILTON PKWY","BALTIMORE","Maryland","21229",2
2953,"4600 PEN LUCY RD","BALTIMORE","Maryland","21229",2
2954,"1001 E BELVEDERE AVE","BALTIMORE","Maryland","21212",2
2955,"3100 EDMONDSON AVE","BALTIMORE","Maryland","21229",2
2956,"3100 HAWKINS POINT RD","BALTIMORE","Maryland","21226",2
2957,"6407 FORT SMALLWOOD RD","BALTIMORE","Maryland","21226",2
2958,"3104 HAWKINS POINT RD","BALTIMORE","Maryland","21226",2
2959,"2301 HAWKINS POINT RD","BALTIMORE","Maryland","21226",2
2960,"6607 OLD HARFORD RD","BALTIMORE","Maryland","21214",2
2961,"6028 LOCH RAVEN BLVD","BALTIMORE","Maryland","21239",2
2962,"3000 BOSTON ST","BALTIMORE","Maryland","21224",2
2963,"3201 TOONE ST","BALTIMORE","Maryland","21224",2
2964,"1022 SAINT PAUL ST","BALTIMORE","Maryland","21202",2
2965,"5138 NELSON AVE","BALTIMORE","Maryland","21215",2
2966,"6700 PULASKI HWY","BALTIMORE","Maryland","21237",2
2967,"2035 FLEET ST","BALTIMORE","Maryland","21231",2
2968,"1839 W MULBERRY ST","BALTIMORE","Maryland","21223",2
2969,"4 N BROADWAY","BALTIMORE","Maryland","21231",2
2970,"4 W LAKE AVE","BALTIMORE","Maryland","21210",2
2971,"10TH ST &E PATAPSCO AVE","BALTIMORE","Maryland","21225",2
2972,"100 E 28TH ST","BALTIMORE","Maryland","21218",2
2973,"425 N HOWARD ST","BALTIMORE","Maryland","21201",2
2974,"3000 N CALVERT ST","BALTIMORE","Maryland","21218",2
2975,"S BEECHFIELD AVE & YALE AVE","BALTIMORE","Maryland","21229",2
2976,"2407 BROHAWN AVE","BALTIMORE","Maryland","21230",2
2977,"4801 MIDWOOD AVE","BALTIMORE","Maryland","21212",2
2978,"2201 WOODBOURNE AVE","BALTIMORE","Maryland","21214",2
2979,"5500 GASCONY LN","BALTIMORE","Maryland","21210",2
2980,"800 SAINT GEORGES RD","BALTIMORE","Maryland","21210",2
2981,"626 N MILTON AVE","BALTIMORE","Maryland","21205",2
2982,"1503 UNION AVE","BALTIMORE","Maryland","21211",2
2983,"1363 SHERWOOD AVE","BALTIMORE","Maryland","21239",2
2984,"1500 BOLTON ST","BALTIMORE","Maryland","21217",2
2985,"1400 POPLAND ST","BALTIMORE","Maryland","21226",2
2986,"6607 OLD HARFORD RD","BALTIMORE","Maryland","21214",2
2987,"600 WELLESLEY ST","BALTIMORE","Maryland","21229",2
2988,"8 ENGLEWOOD RD","BALTIMORE","Maryland","21210",2
2989,"4814 EDMONDSON AVE","BALTIMORE","Maryland","21229",2
2990,"2525 KIRK AVE","BALTIMORE","Maryland","21218",2
2991,"526 S PACA ST","BALTIMORE","Maryland","21230",2
2992,"113 E LAKE AVE","BALTIMORE","Maryland","21212",2
2993,"4906 ROLAND AVE","BALTIMORE","Maryland","21210",2
2994,"4049 CEDARDALE RD","BALTIMORE","Maryland","21215",2
2995,"4814 COLEHERNE RD","BALTIMORE","Maryland","21229",2
2996,"3100 N CALVERT ST","BALTIMORE","Maryland","21218",2
2997,"1900 E LOMBARD ST","BALTIMORE","Maryland","21231",2
2998,"4402 ROLAND AVE","BALTIMORE","Maryland","21210",2
2999,"179 GITTINGS AVE","BALTIMORE","Maryland","21212",2
3000,"311 E MELROSE AVE","BALTIMORE","Maryland","21212",2
3001,"1402 BOLTON ST","BALTIMORE","Maryland","21217",2
3002,"212 E RANDALL ST","BALTIMORE","Maryland","21230",2
3003,"2709 CHESLEY AVE","BALTIMORE","Maryland","21234",2
3004,"ANNAPOLIS RD & I 295","BALTIMORE","Maryland","21230",2
3005,"6130 LOCH RAVEN BLVD","BALTIMORE","Maryland","21239",2
3006,"W PATAPSCO AVE & JOH AVE","BALTIMORE","Maryland","21229",2
3007,"WETHEREDSVILLE RD & WINDSOR MILL RD","BALTIMORE","Maryland","21207",2
3008,"WINDSOR MILL RD &N FOREST PARK AVE","BALTIMORE","Maryland","21207",2
3009,"MORAVIA RD & RAMP","BALTIMORE","Maryland","21206",2
3010,"3914 MAINE AVE","BALTIMORE","Maryland","21207",2
3011,"N FRANKLINTOWN RD &W FRANKLIN ST","BALTIMORE","Maryland","21223",2
3012,"100 S HAVEN ST","BALTIMORE","Maryland","21224",2
3013,"100 S CONKLING ST","BALTIMORE","Maryland","21224",2
3014,"EDMONDSON AVE & OLD FREDERICK RD","BALTIMORE","Maryland","21229",2
3015,"1209 N CAROLINE ST","BALTIMORE","Maryland","21213",2
3016,"N FRANKLINTOWN RD & WINANS WAY","BALTIMORE","Maryland","21229",2
3017,"6226 FALKIRK RD","BALTIMORE","Maryland","21239",2
3018,"3305 MCELDERRY ST","BALTIMORE","Maryland","21205",2
3019,"3300 BATAVIA AVE","BALTIMORE","Maryland","21214",2
3020,"E PATAPSCO AVE &W PATAPSCO AVE","BALTIMORE","Maryland","21225",2
3021,"2000 E MADISON ST","BALTIMORE","Maryland","21205",2
3022,"4309 NORWOOD RD","BALTIMORE","Maryland","21218",2
3023,"1259 WALKER AVE","BALTIMORE","Maryland","21239",2
3024,"6101 CARTER AVE","BALTIMORE","Maryland","21214",2
3025,"1600 CLARKSON ST","BALTIMORE","Maryland","21230",2
3026,"302 S POPPLETON ST","BALTIMORE","Maryland","21230",2
3027,"4300 LIBERTY HEIGHTS AVE","BALTIMORE","Maryland","21207",2
3028,"N BENTALOU ST & BAKER ST","BALTIMORE","Maryland","21216",2
3029,"2000 W 41ST ST","BALTIMORE","Maryland","21211",2
3030,"500 QUEENSGATE RD","BALTIMORE","Maryland","21229",2
3031,"500 N ELLWOOD AVE","BALTIMORE","Maryland","21205",2
3032,"6700 MCCLEAN BLVD","BALTIMORE","Maryland","21214",2
3033,"1630 E OLIVER ST","BALTIMORE","Maryland","21213",2
3034,"500 N DECKER AVE","BALTIMORE","Maryland","21205",2
3035,"2417 E NORTHERN PKWY","BALTIMORE","Maryland","21214",2
3036,"2205 WOODBOURNE AVE","BALTIMORE","Maryland","21214",2
3037,"MCCLEAN BLVD &E NORTHERN PKWY","BALTIMORE","Maryland","21214",2
3038,"OLD HARFORD RD &E NORTHERN PKWY","BALTIMORE","Maryland","21214",2
3039,"1410 WELDON PL N","BALTIMORE","Maryland","21211",2
3040,"400 E CROSS ST","BALTIMORE","Maryland","21230",2
3041,"W PATAPSCO AVE & WASHINGTON BLVD","BALTIMORE","Maryland","21227",2
3042,"3416 BRENTWOOD AVE","BALTIMORE","Maryland","21218",2
3043,"W HAMBURG ST & BUSH ST","BALTIMORE","Maryland","21230",2
3044,"DOLFIELD AVE & GARRISON BLVD","BALTIMORE","Maryland","21215",2
3045,"3964 DOLFIELD AVE","BALTIMORE","Maryland","21215",2
3046,"GWYNN OAK AVE & LIBERTY HEIGHTS AVE","BALTIMORE","Maryland","21207",2
3047,"3403 WOODSTOCK AVE","BALTIMORE","Maryland","21213",2
3048,"BOSTON ST & EATON ST","BALTIMORE","Maryland","21224",2
3049,"4930 BELAIR RD","BALTIMORE","Maryland","21206",2
3050,"2300 BOSTON ST","BALTIMORE","Maryland","21224",2
3051,"2809 BOSTON ST","BALTIMORE","Maryland","21224",2
3052,"1534 FLEET ST","BALTIMORE","Maryland","21231",2
3053,"1001 FLEET ST","BALTIMORE","Maryland","21202",2
3054,"FLEET ST & ALBEMARLE ST","BALTIMORE","Maryland","21202",2
3055,"6000 DUNROMING RD","BALTIMORE","Maryland","21239",2
3056,"FLEET ST &S CAROLINE ST","BALTIMORE","Maryland","21231",2
3057,"1714 FLEET ST","BALTIMORE","Maryland","21231",2
3058,"1510 FLEET ST","BALTIMORE","Maryland","21231",2
3059,"2025 FLEET ST","BALTIMORE","Maryland","21231",2
3060,"ALICEANNA ST &S CAROLINE ST","BALTIMORE","Maryland","21231",2
3061,"100 N POPPLETON ST","BALTIMORE","Maryland","21223",2
3062,"4100 EMMART AVE","BALTIMORE","Maryland","21215",2
3063,"3302 N HILTON ST","BALTIMORE","Maryland","21216",2
3064,"2600 N HILTON ST","BALTIMORE","Maryland","21216",2
3065,"2704 BOARMAN AVE","BALTIMORE","Maryland","21215",2
3066,"4241 BROOKHILL RD","BALTIMORE","Maryland","21215",2
3067,"HERRING RUN DR & ECHODALE AVE","BALTIMORE","Maryland","21214",2
3068,"3204 CLEARVIEW AVE","BALTIMORE","Maryland","21234",2
3069,"4500 EDMONDSON AVE","BALTIMORE","Maryland","21229",2
3070,"1902 WINFORD RD","BALTIMORE","Maryland","21239",2
3071,"TOLNA ST & EASTERN AVE","BALTIMORE","Maryland","21224",2
3072,"DELMONT AVE & CASADEL AVE","BALTIMORE","Maryland","21230",2
3073,"UPLANDS PKWY & EDMONDSON AVE","BALTIMORE","Maryland","21229",2
3074,"E 25TH ST & HARFORD RD","BALTIMORE","Maryland","21218",2
3075,"CHESTERFIELD AVE & HARFORD RD","BALTIMORE","Maryland","21218",2
3076,"5571 WHITBY RD","BALTIMORE","Maryland","21206",2
3077,"700 YALE AVE","BALTIMORE","Maryland","21229",2
3078,"6100 SMITH AVE","BALTIMORE","Maryland","21209",2
3079,"2200 BRYANT AVE","BALTIMORE","Maryland","21217",2
3080,"6100 SMITH AVE","BALTIMORE","Maryland","21209",2
3081,"1900 E NORTH AVE","BALTIMORE","Maryland","21213",2
3082,"2672 LEHMAN ST","BALTIMORE","Maryland","21223",2
3083,"1533 PARK AVE","BALTIMORE","Maryland","21217",2
3084,"3817 HAMILTON AVE","BALTIMORE","Maryland","21206",2
3085,"3700 PULASKI HWY","BALTIMORE","Maryland","21224",2
3086,"3500 PINKNEY RD","BALTIMORE","Maryland","21215",2
3087,"2800 DELMONT AVE","BALTIMORE","Maryland","21230",2
3088,"1111 E COLD SPRING LN","BALTIMORE","Maryland","21239",2
3089,"3800 RIDGEFIELD RD","BALTIMORE","Maryland","21218",2
3090,"200 W BALTIMORE ST","BALTIMORE","Maryland","21201",2
3091,"STONECROFT RD & FREDERICK AVE","BALTIMORE","Maryland","21229",2
3092,"3700 PULASKI HWY","BALTIMORE","Maryland","21224",2
3093,"2021 KELLY AVE","BALTIMORE","Maryland","21209",2
3094,"E PLEASANT ST & SAINT PAUL PL","BALTIMORE","Maryland","21202",2
3095,"5800 PLAINFIELD AVE","BALTIMORE","Maryland","21206",2
3096,"2700 E NORTHERN PKWY","BALTIMORE","Maryland","21214",2
3097,"BALTIMORE NATIONAL PIKE","BALTIMORE","Maryland","21229",2
3098,"W FRANKLIN ST &W MULBERRY ST","BALTIMORE","Maryland","21223",2
3099,"EDMONDSON AVE & MOUNT HOLLY ST","BALTIMORE","Maryland","21229",2
3100,"2500 WILKENS AVE","BALTIMORE","Maryland","21223",2
3101,"S CONKLING ST & EASTERN AVE","BALTIMORE","Maryland","21224",2
3102,"3400 WILKENS AVE","BALTIMORE","Maryland","21229",2
3103,"2512 MADISON AVE","BALTIMORE","Maryland","21217",2
3104,"W FRANKLIN ST &N WARWICK AVE","BALTIMORE","Maryland","21223",2
3105,"1100 MADISON AVE","BALTIMORE","Maryland","21240",2
3106,"E LAKE AVE & BELLONA AVE","BALTIMORE","Maryland","21212",2
3107,"600 YALE AVE","BALTIMORE","Maryland","21229",2
3108,"416 E LAKE AVE","BALTIMORE","Maryland","21212",2
3109,"3006 HAMILTON AVE","BALTIMORE","Maryland","21214",2
3110,"SAINT GEORGES AVE & GLENWOOD AVE","BALTIMORE","Maryland","21212",2
3111,"3600 S HANOVER ST","BALTIMORE","Maryland","21225",2
3112,"2100 WOODBOURNE AVE","BALTIMORE","Maryland","21214",2
3113,"2400 FLEET ST","BALTIMORE","Maryland","21224",2
3114,"3900 FLEET ST","BALTIMORE","Maryland","21224",2
3115,"6200 EASTERN AVE","BALTIMORE","Maryland","21224",2
3116,"6600 EASTERN AVE","BALTIMORE","Maryland","21224",2
3117,"3000 E MADISON ST","BALTIMORE","Maryland","21205",2
3118,"600 W COLD SPRING LN","BALTIMORE","Maryland","21210",2
3119,"2100 W NORTHERN PKWY","BALTIMORE","Maryland","21209",2
3120,"2000 CYLBURN AVE","BALTIMORE","Maryland","21209",2
3121,"3104 LABYRINTH RD","BALTIMORE","Maryland","21208",2
3122,"2000 E NORTH AVE","BALTIMORE","Maryland","21213",2
3123,"1601 E NORTH AVE","BALTIMORE","Maryland","21213",2
3124,"503 E 28TH ST","BALTIMORE","Maryland","21218",2
3125,"1400 E FEDERAL ST","BALTIMORE","Maryland","21213",2
3126,"S HANOVER ST &E MCCOMAS ST","BALTIMORE","Maryland","21230",2
3127,"3100 GREENMOUNT AVE","BALTIMORE","Maryland","21218",2
3128,"S HANOVER ST &E CROMWELL ST","BALTIMORE","Maryland","21230",2
3129,"4600 EDMONDSON AVE","BALTIMORE","Maryland","21229",2
3130,"1200 LINWORTH AVE","BALTIMORE","Maryland","21239",2
3131,"3203 LABYRINTH RD","BALTIMORE","Maryland","21208",2
3132,"FENWICK AVE &E NORTHERN PKWY","BALTIMORE","Maryland","21239",2
3133,"4300 SIDEHILL RD","BALTIMORE","Maryland","21229",2
3134,"2105 HOLLINS FERRY RD","BALTIMORE","Maryland","21230",2
3135,"2809 TANEY RD","BALTIMORE","Maryland","21209",2
3136,"PURNELL DR &W FOREST PARK AVE","GWYNN OAK","Maryland","21207",2
3137,"1 N MONASTERY AVE","BALTIMORE","Maryland","21229",2
3138,"2324 E FAYETTE ST","BALTIMORE","Maryland","21224",2
3139,"MORAVIA RD & SINCLAIR LN","BALTIMORE","Maryland","21206",2
3140,"241 S LOUDON AVE","BALTIMORE","Maryland","21229",2
3141,"1103 S POTOMAC ST","BALTIMORE","Maryland","21224",2
3142,"N MOUNT ST & PRESSTMAN ST","BALTIMORE","Maryland","21217",2
3143,"5200 CRAIG AVE","BALTIMORE","Maryland","21212",2
3144,"2001 N BROADWAY","BALTIMORE","Maryland","21213",2
3145,"5100 SPRINGLAKE WAY","BALTIMORE","Maryland","21212",2
3146,"2200 BERLIN ST","BALTIMORE","Maryland","21230",2
3147,"1900 HOLLINS FERRY RD","BALTIMORE","Maryland","21230",2
3148,"SEVEN MILE LN & PARK HEIGHTS AVE","BALTIMORE","Maryland","21208",2
3149,"700 DEBELIUS AVE","BALTIMORE","Maryland","21205",2
3150,"EUTAW PL & ROBERT ST","BALTIMORE","Maryland","21217",2
3151,"SINCLAIR LN &N WASHINGTON ST","BALTIMORE","Maryland","21213",2
3152,"2511 ELSINORE AVE","BALTIMORE","Maryland","21216",2
3153,"3702 DUVALL AVE","BALTIMORE","Maryland","21216",2
3154,"2905 WOLCOTT AVE","BALTIMORE","Maryland","21216",2
3155,"3007 WOLCOTT AVE","BALTIMORE","Maryland","21216",2
3156,"4009 W FOREST PARK AVE","BALTIMORE","Maryland","21207",2
3157,"3304 OAKFIELD AVE","BALTIMORE","Maryland","21207",2
3158,"GLEN ALLEN DR & EDMONDSON AVE","BALTIMORE","Maryland","21229",2
3159,"EDMONDSON AVE & COOKS LN","BALTIMORE","Maryland","21229",2
3160,"3200 SAINT PAUL ST","BALTIMORE","Maryland","21218",2
3161,"WEGWORTH LN & STRANDEN RD","BALTIMORE","Maryland","21230",2
3162,"WEGWORTH LN & STRANDEN RD","BALTIMORE","Maryland","21230",2
3163,"2521 MCCULLOH ST","BALTIMORE","Maryland","21217",2
3164,"3000 STRANDEN RD","BALTIMORE","Maryland","21230",2
3165,"700 W PATAPSCO AVE","BALTIMORE","Maryland","21230",2
3166,"2921 STRANDEN RD","BALTIMORE","Maryland","21230",2
3167,"1600 E 25TH ST","BALTIMORE","Maryland","21213",2
3168,"1500 E FEDERAL ST","BALTIMORE","Maryland","21213",2
3169,"1500 E LANVALE ST","BALTIMORE","Maryland","21213",2
3170,"2800 SAINT LO DR","BALTIMORE","Maryland","21213",2
3171,"427 E 26TH ST","BALTIMORE","Maryland","21218",2
3172,"310 S EDEN ST","BALTIMORE","Maryland","21231",2
3173,"506 N CHAPELGATE LN","BALTIMORE","Maryland","21229",2
3174,"2400 N CALVERT ST","BALTIMORE","Maryland","21218",2
3175,"1546 N FREMONT AVE","BALTIMORE","Maryland","21217",2
3176,"4416 POWELL AVE","BALTIMORE","Maryland","21206",2
3177,"6300 PIONEER DR","BALTIMORE","Maryland","21214",2
3178,"LOCH RAVEN BLVD & RAMBLEWOOD RD","BALTIMORE","Maryland","21239",2
3179,"PICKWICK RD &N FOREST PARK AVE","BALTIMORE","Maryland","21207",2
3180,"10 E LAKE AVE","BALTIMORE","Maryland","21212",2
3181,"N ATHOL AVE & EDMONDSON AVE","BALTIMORE","Maryland","21229",2
3182,"4011 W FOREST PARK AVE","BALTIMORE","Maryland","21207",2
3183,"3300 OAKFIELD AVE","BALTIMORE","Maryland","21207",2
3184,"400 THORNFIELD RD","BALTIMORE","Maryland","21229",2
3185,"BELAIR RD & WHITE AVE","BALTIMORE","Maryland","21206",2
3186,"GWYNNS FALLS PKWY & WINDSOR MILL RD","BALTIMORE","Maryland","21216",2
3187,"300 S EXETER ST","BALTIMORE","Maryland","21202",2
3188,"GWYNNS FALLS PKWY & GARRISON BLVD","BALTIMORE","Maryland","21216",2
3189,"W MULBERRY ST &N CAREY ST","BALTIMORE","Maryland","21223",2
3190,"4600 BRIARCLIFT RD","BALTIMORE","Maryland","21229",2
3191,"1200 SEMINOLE AVE","BALTIMORE","Maryland","21229",2
3192,"500 N WHEELER AVE","BALTIMORE","Maryland","21223",2
3193,"5400 CLOVER RD","BALTIMORE","Maryland","21215",2
3194,"GRINDON AVE & GIBBONS AVE","BALTIMORE","Maryland","21214",2
3195,"W PATAPSCO AVE & HOLLINS FERRY RD","BALTIMORE","Maryland","21230",2
3196,"SINCLAIR LN &N CHESTER ST","BALTIMORE","Maryland","21213",2
3197,"WALTHER AVE & FAIRDEL AVE","BALTIMORE","Maryland","21206",2
3198,"3919 FRANKFORD AVE","BALTIMORE","Maryland","21206",2
3199,"EDMONDSON AVE &N WOODINGTON RD","BALTIMORE","Maryland","21229",2
3200,"ARGYLE AVE & PITCHER ST","BALTIMORE","Maryland","21217",2
3201,"600 LINNARD ST","BALTIMORE","Maryland","21229",2
3202,"SWANN AVE & EDMONDSON AVE","BALTIMORE","Maryland","21229",2
3203,"1900 RUXTON AVE","BALTIMORE","Maryland","21216",2
3204,"2400 E NORTHERN PKWY","BALTIMORE","Maryland","21234",2
3205,"4432 SPRINGWOOD AVE","BALTIMORE","Maryland","21206",2
3206,"BOLTON ST & 29TH DIVISION ST","BALTIMORE","Maryland","21201",2
3207,"1 E CHASE ST","BALTIMORE","Maryland","21202",2
3208,"667 BRISBANE RD","BALTIMORE","Maryland","21229",2
3209,"6300 GRINDON AVE","BALTIMORE","Maryland","21214",2
3210,"673 BRISBANE RD","BALTIMORE","Maryland","21229",2
3211,"4301 PARKTON ST","BALTIMORE","Maryland","21229",2
3212,"2000 N ROSEDALE ST","BALTIMORE","Maryland","21216",2
3213,"498 WOODBOURNE AVE","BALTIMORE","Maryland","21212",2
3214,"3533 W CATON AVE","BALTIMORE","Maryland","21229",2
3215,"2535 WOODBROOK AVE","BALTIMORE","Maryland","21217",2
3216,"2503 WOODBROOK AVE","BALTIMORE","Maryland","21217",2
3217,"106 SAINT DUNSTANS RD","BALTIMORE","Maryland","21212",2
3218,"600 W PATAPSCO AVE","BALTIMORE","Maryland","21225",2
3219,"E NORTHERN PKWY & HARFORD RD","BALTIMORE","Maryland","21214",2
3220,"4598 EDMONDSON AVE","BALTIMORE","Maryland","21229",2
3221,"UPLANDS PKWY & EDMONDSON AVE","BALTIMORE","Maryland","21229",2
3222,"2503 QUEEN ANNE RD","BALTIMORE","Maryland","21216",2
3223,"3009 GUILFORD AVE","BALTIMORE","Maryland","21218",2
3224,"HOMELAND AVE & SPRINGLAKE WAY","BALTIMORE","Maryland","21212",2
3225,"1120 MOSHER ST","BALTIMORE","Maryland","21217",2
3226,"5700 DENWOOD AVE","BALTIMORE","Maryland","21206",2
3227,"W PATAPSCO AVE & ANNAPOLIS RD","BALTIMORE","Maryland","21230",2
3228,"3700 BROOKLYN AVE","BALTIMORE","Maryland","21225",2
3229,"2700 VIOLET AVE","BALTIMORE","Maryland","21215",2
3230,"GITTINGS AVE & MOSSWAY","BALTIMORE","Maryland","21212",2
3231,"N WOODINGTON RD & COLBORNE RD","BALTIMORE","Maryland","21229",2
3232,"3603 EVERGREEN AVE","BALTIMORE","Maryland","21206",2
3233,"EUTAW PL & PRESSTMAN ST","BALTIMORE","Maryland","21217",2
3234,"1118 BONAPARTE AVE","BALTIMORE","Maryland","21218",2
3235,"3900 E NORTHERN PKWY","BALTIMORE","Maryland","21206",2
3236,"800 MOUNT HOLLY ST","BALTIMORE","Maryland","21229",2
3237,"E 30TH ST & SAINT PAUL ST","BALTIMORE","Maryland","21218",2
3238,"THE ALAMEDA &E COLD SPRING LN","BALTIMORE","Maryland","21239",2
3239,"3700 BEECH AVE","BALTIMORE","Maryland","21211",2
3240,"3000 LORENA AVE","BALTIMORE","Maryland","21230",2
3241,"4700 EDMONDSON AVE","BALTIMORE","Maryland","21229",2
3242,"3001 FLEETWOOD AVE","BALTIMORE","Maryland","21214",2
3243,"HILLEN RD &E NORTHERN PKWY","BALTIMORE","Maryland","21239",2
3244,"WETHEREDSVILLE RD &N FOREST PARK AVE","BALTIMORE","Maryland","21207",2
3245,"2051 S HANOVER ST","BALTIMORE","Maryland","21230",2
3246,"1901 E LOMBARD ST","BALTIMORE","Maryland","21231",2
3247,"YORK RD &E LAKE AVE","BALTIMORE","Maryland","21212",2
3248,"2700 E NORTHERN PKWY","BALTIMORE","Maryland","21214",2
3249,"W MULBERRY ST &N PAYSON ST","BALTIMORE","Maryland","21223",2
3250,"5300 GOODNOW RD","BALTIMORE","Maryland","21206",2
3251,"2717 HUDSON ST","BALTIMORE","Maryland","21224",2
3252,"308 S EAST AVE","BALTIMORE","Maryland","21224",2
3253,"3600 TOWANDA AVE","BALTIMORE","Maryland","21215",2
3254,"1322 E 33RD ST","BALTIMORE","Maryland","21218",2
3255,"1700 E MADISON ST","BALTIMORE","Maryland","21205",2
3256,"WOODBOURNE AVE","BALTIMORE","Maryland","21239",2
3257,"2500 OSWEGO AVE","BALTIMORE","Maryland","21215",2
3258,"700 NORTH PT RD","BALTIMORE","Maryland","21224",2
3259,"2437 W BALTIMORE ST","BALTIMORE","Maryland","21223",2
3260,"1509 PRESSTMAN ST","BALTIMORE","Maryland","21217",2
3261,"1700 KELLY AVE","BALTIMORE","Maryland","21209",2
3262,"37 BIRCKHEAD ST","BALTIMORE","Maryland","21230",2
3263,"700 MURPHY LN","BALTIMORE","Maryland","21201",2
3264,"GRINDON AVE & GIBBONS AVE","BALTIMORE","Maryland","21214",2
3265,"HARFORD RD & CHESTERFIELD AVE","BALTIMORE","Maryland","21218",2
3266,"1200 W CROSS ST","BALTIMORE","Maryland","21230",2
